,SEENJOY,SEGRADES,SEABSNT,SEREPEAT,SESUSPIN,FSSPORTX,FSVOL,FSMTNG,FSPTMTNG,FSFUNDRS,FSCOMMTE,FSATCNFN,FSCOUNSLR,FSFREQ,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FOHISTX,FOLIBRAYX,FOBOOKSTX,FOCONCRTX,FOMUSEUMX,FOZOOX,FOGROUPX,FOSPRTEVX,FHCHECKX,FHHELP,FORESPON,FODINNERX,FPWT,pi_pro_schl_feats_comp,pi_pro_hm_feats_comp
7818,2,3,1,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,3,2,2,2,3927.2932494307106,9,16
7819,2,1,2,2,2,2,1,2,1,2,1,1,2,5,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,7,1638.82289123241,9,16
7822,1,1,4,2,2,2,2,2,2,2,2,2,1,12,2,2,2,2,2,2,1,1,2,2,1,2,2,3,1,2,3,3056.19102867632,12,23
7823,2,1,0,2,2,2,1,2,1,2,1,2,2,10,1,2,2,2,2,1,1,1,1,1,2,2,1,4,3,1,7,4367.47297731325,9,19
7824,2,1,4,2,2,2,2,2,2,2,1,2,2,30,2,2,2,2,2,2,2,1,1,1,2,2,2,3,2,2,7,1971.56114888731,11,23
7825,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,2,1,3,1,1,2,9701.76656160588,8,18
7827,1,1,5,2,2,2,1,2,1,1,1,2,2,10,1,1,1,2,2,2,1,1,1,1,1,1,1,3,1,1,3,2528.01007205453,8,16
7828,1,1,1,2,2,2,1,2,1,2,1,2,1,5,2,1,1,2,1,2,2,2,1,2,1,2,1,3,2,2,3,4243.87265413207,9,20
7829,2,1,4,2,2,2,2,2,1,1,1,2,2,3,2,2,1,2,2,1,1,1,1,1,1,1,2,4,3,2,7,2801.61902901414,9,18
7830,3,2,2,2,2,2,2,2,1,2,1,2,1,60,1,1,1,1,2,1,1,2,2,2,1,1,2,3,1,1,1,8250.34606871645,10,18
7831,2,2,3,2,2,2,1,2,2,2,1,2,2,6,2,1,1,2,2,2,1,1,1,2,1,1,2,4,4,2,7,993.659498966449,10,19
7832,2,1,10,2,2,2,2,2,2,1,1,2,1,10,2,2,2,2,2,1,1,1,1,1,2,2,2,4,2,1,6,2878.7780009641197,10,21
7833,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,4,2,2,7,3044.0770412517104,8,15
7834,2,3,1,2,2,1,1,2,1,1,1,2,2,10,2,1,2,2,2,1,1,1,1,1,2,2,2,4,4,2,6,6818.91926197865,7,20
7835,1,1,0,2,2,2,2,2,2,1,1,2,1,16,1,1,2,1,2,2,1,1,1,1,1,2,1,4,1,2,3,5125.4653022764505,10,17
7836,2,2,0,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3216.52058089154,6,13
7838,3,2,20,2,2,2,1,2,2,2,1,2,1,8,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,7,2579.3991629172197,10,17
7839,1,1,0,2,2,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,1,2,5,2,7,1292.77745582626,9,17
7840,2,1,6,2,2,2,1,2,2,2,1,2,1,5,2,2,2,1,2,1,2,1,1,1,1,2,1,4,3,2,3,983.6745857720099,10,19
7841,2,2,4,2,2,2,1,2,1,2,1,2,1,3,1,1,2,2,2,2,2,2,2,2,1,1,2,3,2,1,4,1063.47172109596,9,22
7842,1,1,5,2,1,2,1,2,1,2,1,2,2,6,2,1,2,2,2,1,1,1,1,1,1,1,1,4,4,2,5,6818.969809577769,9,17
7843,2,2,0,2,2,1,1,2,2,2,1,2,2,8,2,2,2,2,2,1,1,2,2,1,1,2,2,4,1,2,2,1462.7407925433802,9,22
7844,1,2,7,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,0,1865.8277340202899,7,14
7845,3,3,8,2,2,2,1,2,1,1,1,1,2,3,1,1,1,2,2,2,1,1,1,1,1,1,2,3,1,2,2,1396.54842792701,8,17
7846,4,2,10,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,4,4,2,7,4155.40057232008,9,22
7848,2,1,6,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1558.4734517423199,8,13
7849,2,2,3,2,2,1,1,1,1,2,2,1,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,0,21447.8528718696,8,20
7850,2,1,4,2,2,2,2,2,2,2,2,2,2,5,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,3,1331.13940904548,12,23
7851,1,1,1,2,1,2,2,2,1,2,2,2,2,12,2,1,2,1,2,2,1,2,2,1,1,1,1,3,1,2,4,1215.37699572928,11,19
7852,2,2,3,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,2,2,4946.15075581566,7,14
7853,2,2,4,2,2,2,2,2,2,1,1,2,1,3,2,2,2,2,2,2,2,2,2,1,1,2,2,4,3,2,7,2657.03341005571,10,24
7854,1,2,13,2,2,2,1,2,2,1,1,1,1,4,2,1,2,1,1,2,1,1,1,2,1,2,1,4,3,2,7,1628.56287824725,9,18
7855,2,2,2,2,2,2,2,2,2,2,2,2,1,5,2,2,2,2,2,1,2,2,2,2,2,2,2,4,1,1,4,23325.549385684102,12,25
7857,1,1,3,2,2,2,1,2,2,1,1,2,2,3,2,2,2,2,2,2,2,1,1,1,1,1,2,4,3,2,5,12668.4782872166,9,21
7858,2,3,4,1,1,2,1,2,1,2,1,2,2,4,2,1,1,2,2,2,2,2,2,1,2,1,2,3,1,2,3,5521.021905688571,9,22
7859,1,2,0,2,2,2,2,2,2,2,1,2,1,20,2,1,2,2,2,2,2,2,2,2,1,2,2,4,4,2,6,1148.71587920093,11,24
7862,2,2,3,2,2,2,1,2,2,2,1,1,1,3,2,1,1,2,2,2,1,1,1,2,2,2,2,1,2,1,7,2014.66149513561,10,21
7863,2,1,3,2,2,2,2,2,2,2,2,2,1,12,1,1,1,2,1,2,1,1,1,1,1,2,1,1,5,2,5,3506.9131940966304,12,16
7864,1,1,0,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,3,5,1,7,2876.2949445883,7,14
7866,2,1,8,2,2,2,1,2,1,2,1,2,2,1,2,1,1,1,1,2,1,1,2,1,1,2,1,4,2,1,2,2275.13750111952,9,17
7867,1,1,2,2,2,2,2,2,2,2,1,2,2,10,2,2,2,2,1,2,1,1,1,1,1,2,1,4,1,2,7,2635.4236294414604,11,19
7868,2,1,2,2,2,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,1,2,1,4,1,1,7,5803.71377031885,6,17
7869,1,2,0,2,2,2,1,2,1,2,1,1,1,8,1,1,1,1,2,1,2,1,1,1,1,2,1,3,1,2,1,1246.6914338365302,9,16
7870,2,2,2,2,2,2,2,2,2,2,1,2,1,12,2,2,2,2,2,1,1,1,1,1,1,2,2,3,1,1,2,3472.36976758201,11,20
7871,2,3,4,2,2,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,4,1,2,5,1385.9875851737,7,19
7873,2,2,2,2,2,1,1,2,1,1,1,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1592.83310281793,7,14
7876,2,1,0,2,2,2,2,2,2,2,1,2,2,3,1,1,2,2,2,1,1,1,2,2,2,1,2,4,2,2,7,1302.13067184105,11,20
7877,1,1,2,2,2,1,2,2,2,2,1,2,1,5,2,2,2,1,2,2,1,1,2,1,1,2,2,4,3,2,7,6947.5033944284205,10,21
7878,1,1,1,2,2,2,2,2,2,2,1,2,2,11,2,1,2,2,2,2,1,2,2,1,1,2,1,3,2,1,3,1821.28729308299,11,21
7879,2,2,0,2,2,1,1,2,1,2,1,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,1,4,2,2,2,1559.76469704091,8,24
7880,2,1,3,2,2,2,2,2,2,2,1,2,1,10,2,2,2,2,2,2,1,1,1,1,1,2,1,4,4,1,7,6891.00083903194,11,20
7881,2,1,4,1,2,1,1,2,1,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,3,1,1,2,1796.7584642853897,8,16
7882,1,1,0,2,2,2,2,2,1,2,1,2,1,8,1,2,1,2,2,2,1,2,2,1,1,2,2,4,2,2,3,1729.51000924461,10,21
7883,1,1,0,2,2,2,2,2,2,2,2,2,1,30,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,2,7,723.589758565397,12,25
7884,2,1,5,2,2,2,2,2,2,2,1,2,2,10,1,2,2,2,2,2,1,1,2,1,1,2,2,4,1,2,4,1402.60972569587,11,21
7885,2,1,5,2,2,2,1,1,1,2,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,0,1426.1338948572,8,13
7886,1,1,6,2,2,2,1,2,1,2,1,2,1,4,2,2,1,2,1,1,2,2,1,1,2,1,1,3,1,2,4,2437.28509139081,9,19
7887,3,1,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,6,1411.6842322110901,6,15
7888,2,1,7,2,2,2,2,2,1,2,1,2,1,6,2,2,2,2,2,2,2,2,1,1,2,1,1,3,1,2,5,2023.57208690064,10,22
7889,3,4,9,2,2,2,1,2,2,2,1,2,1,5,2,1,2,1,2,1,1,1,1,1,1,1,2,1,5,1,2,1253.22747306274,10,17
7890,2,1,2,2,2,2,2,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,2,1,2,2,2,4,1,1,7,3077.3502598589503,12,25
7891,3,3,2,2,2,2,1,2,2,1,1,2,1,3,2,1,1,2,2,1,1,1,1,1,1,2,2,3,1,1,7,1549.39506997883,9,18
7892,2,1,0,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,4,5,1,7,1204.15008605616,7,16
7894,2,1,5,2,2,2,2,2,2,2,2,2,2,25,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,7,915.797681519946,12,16
7896,1,1,3,2,2,2,2,2,1,2,1,2,1,5,2,2,2,2,2,1,1,1,1,2,1,2,2,4,1,2,7,5630.8115500226795,10,21
7897,2,1,2,2,2,2,1,2,1,1,1,1,1,3,2,1,2,1,2,1,1,1,1,2,1,2,1,4,1,2,5,2321.9923999961397,8,18
7898,2,1,2,2,2,2,2,2,1,2,1,2,2,10,2,1,2,2,2,2,2,2,2,1,1,2,2,3,5,2,7,4922.94648446871,10,23
7899,1,1,5,2,2,2,2,2,2,1,2,2,1,9,1,2,2,2,1,2,2,2,2,2,1,1,1,4,3,2,7,1759.4227191113,11,21
7900,1,1,2,2,2,2,1,2,1,2,1,2,1,3,1,2,2,1,2,2,1,2,1,1,1,1,1,4,4,1,3,2571.89395658777,9,18
7902,2,2,6,2,2,2,1,2,1,1,1,1,1,10,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,3,3452.80688653419,8,18
7903,1,2,5,2,1,2,2,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,2,4,2,2,6,1675.24812859276,8,15
7904,1,1,1,1,2,1,1,2,2,2,1,2,2,6,2,2,2,2,2,2,2,2,1,2,2,1,2,4,3,2,7,6917.05647453866,9,24
7905,1,2,1,2,2,2,1,2,1,1,1,2,1,3,2,2,2,2,2,2,1,1,1,1,1,1,1,4,3,2,7,1911.99955403107,8,19
7907,1,2,3,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,4,2,2,4,1963.2263966373898,9,16
7908,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,2,4,3,1,7,7736.86191399986,8,20
7909,2,1,1,2,2,2,2,2,1,2,1,2,1,14,1,1,1,2,2,2,2,2,2,2,1,2,2,3,2,2,7,4138.83903193074,10,22
7912,2,1,6,2,2,2,2,2,1,2,1,2,1,8,2,1,2,1,2,1,1,2,1,1,1,2,1,3,1,1,1,1176.88550688612,10,18
7914,2,1,0,2,2,2,1,2,1,1,1,1,1,4,2,1,1,1,2,2,1,1,1,1,1,2,2,4,3,2,2,2101.72458976523,8,18
7916,3,3,3,2,1,2,1,2,2,2,1,2,2,6,2,2,1,1,1,2,2,1,1,1,1,2,2,4,3,2,5,3220.91123531046,10,19
7917,2,2,10,2,2,2,1,2,1,1,1,2,1,3,1,1,1,2,1,2,2,1,1,1,1,2,1,4,1,2,7,2201.02121701507,8,17
7918,4,3,1,2,2,2,1,2,2,1,1,2,2,10,2,2,2,2,2,2,1,1,2,1,1,2,1,3,3,1,7,1626.61211128789,9,21
7919,3,1,0,1,2,1,1,2,1,1,1,2,2,3,1,1,1,2,1,2,1,1,1,1,1,1,1,3,5,2,5,2851.38860379377,7,15
7920,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,2,6,1235.43423630764,6,13
7921,2,1,4,2,2,2,2,2,2,2,1,2,2,50,2,1,1,1,2,1,1,1,2,1,1,2,2,3,3,2,4,2107.8232949588896,11,18
7922,1,1,1,2,2,2,2,2,2,2,2,2,2,10,2,2,2,2,2,2,2,2,2,1,1,2,2,3,1,2,7,7764.8663756683,12,24
7923,4,3,7,2,2,2,1,2,2,1,1,2,2,4,1,1,2,2,2,2,2,1,1,1,1,2,2,4,2,2,7,862.9446484743179,9,20
7924,2,1,10,2,2,2,1,2,1,1,1,1,1,3,1,1,1,1,2,2,1,1,1,1,1,2,2,4,2,1,4,1951.85189056985,8,17
7926,2,2,1,2,2,1,1,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,2,2,4137.39348503455,7,13
7927,2,1,7,2,2,1,1,1,1,1,1,1,1,0,1,2,1,1,1,2,1,1,1,1,1,2,1,4,5,2,7,588.1335168455159,6,16
7928,2,1,4,2,2,2,2,2,2,2,1,2,2,6,2,1,1,1,2,2,1,2,1,1,2,1,1,2,3,1,4,902.9079920832789,11,18
7930,2,2,2,2,2,2,2,2,2,2,2,2,1,15,2,1,1,1,1,2,2,2,1,2,1,2,2,4,1,2,4,2000.92718575258,12,20
7931,1,4,3,1,2,2,2,2,2,2,1,2,2,10,2,1,1,1,2,1,1,1,1,1,1,2,2,4,3,2,3,1365.0068074495,11,17
7932,1,1,1,2,2,2,1,2,2,1,1,2,2,20,2,2,1,2,2,2,2,2,1,2,2,1,2,3,1,2,5,4716.53870777275,9,23
7934,2,2,3,2,2,2,2,2,1,1,1,2,1,20,2,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,5,4100.92055483834,9,19
7935,1,1,12,2,2,2,2,2,2,2,2,2,2,10,2,2,2,2,2,2,2,2,2,2,1,2,2,4,4,2,4,4428.2452849169,12,25
7936,1,1,5,2,2,2,1,1,1,2,1,2,2,18,2,1,1,2,2,2,1,1,1,2,1,1,1,4,2,2,7,1198.46324373867,8,18
7937,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,2,2,7,1529.01889551099,12,18
7938,1,1,2,2,2,2,1,1,1,2,1,1,1,3,2,2,2,1,1,2,1,1,1,1,1,1,1,4,3,1,7,1485.57102993065,8,17
7939,1,1,10,2,2,2,2,2,2,2,2,2,2,10,1,1,1,1,1,1,1,2,1,2,2,2,1,4,4,1,7,2917.3805216214196,12,17
7940,2,2,4,2,2,2,1,2,1,1,1,2,1,4,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,0,993.3810720252609,8,16
7942,2,2,14,2,1,2,1,2,1,2,1,2,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,3838.73152436174,9,14
7943,2,2,10,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,4,1,2,4,2191.97403916215,8,17
7944,1,1,2,2,2,2,2,2,1,2,1,2,2,30,2,1,2,2,2,1,2,2,1,1,1,2,1,4,3,2,3,3132.83684295068,10,20
7945,3,1,5,2,2,2,2,2,2,2,1,2,2,8,2,1,1,1,2,1,1,2,2,1,1,1,2,3,1,1,4,3129.1075794475105,11,18
7946,1,1,6,2,2,2,2,2,1,2,1,2,1,9,2,2,2,2,2,1,1,2,1,1,1,1,1,3,1,1,6,8186.16493005582,10,19
7947,2,2,1,2,2,2,1,2,1,2,1,1,1,4,2,2,2,2,2,2,1,1,2,2,1,1,2,3,1,2,5,1700.8396406494699,9,22
7948,1,3,0,2,2,2,2,2,2,2,1,2,2,7,2,2,2,2,2,2,2,2,1,1,2,2,1,4,4,2,7,1743.02272145792,11,23
7949,1,1,6,2,2,2,2,2,2,2,2,2,2,30,2,1,1,2,2,2,1,1,2,1,1,2,1,4,1,2,5,2404.49850886903,12,19
7950,2,1,3,2,2,2,2,2,2,2,2,2,1,3,2,2,2,1,2,1,1,1,1,1,2,1,1,4,4,2,4,11389.024183649699,12,18
7951,2,1,0,2,2,2,2,2,1,2,2,2,2,40,2,1,2,2,2,1,1,1,1,1,1,2,1,4,2,2,7,1542.95746735486,11,18
7953,3,2,9,2,2,2,1,2,2,1,1,2,2,6,2,1,2,1,2,2,1,2,1,2,1,2,2,4,3,2,7,3013.8212595321,9,21
7954,1,1,2,2,2,2,1,2,1,2,1,1,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,4,2,2,4,528.4090053910151,9,15
7955,1,1,2,2,2,2,1,2,2,1,1,2,1,3,1,2,2,1,2,2,1,1,1,1,1,1,1,4,2,2,4,6635.06001565609,9,17
7957,2,1,5,2,2,2,2,2,1,2,1,2,2,10,2,2,1,2,2,2,1,2,1,1,1,2,2,4,4,2,7,740.8296824468902,10,21
7958,2,2,5,2,2,2,2,2,2,2,1,2,1,7,2,1,2,2,2,1,1,1,1,1,1,1,1,4,3,1,7,1018.07703033542,11,17
7959,2,1,1,2,2,2,2,2,1,2,1,1,1,6,2,1,1,2,1,2,2,2,1,1,1,1,1,3,2,2,7,1228.93599444711,10,18
7960,2,1,10,2,2,2,1,2,1,2,2,1,1,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1471.3129976803698,10,14
7962,2,1,6,2,2,2,1,2,1,2,1,2,1,4,2,2,1,2,2,2,1,1,1,1,1,1,2,4,4,2,7,8197.35581003573,9,19
7963,1,1,2,1,2,2,2,2,1,2,2,1,1,5,1,1,1,1,2,1,1,1,1,1,1,1,1,2,5,1,7,1413.40459385294,11,14
7964,3,2,1,2,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,3,5,1,4,6470.41039946198,8,17
7965,2,1,5,2,2,2,2,2,2,2,2,2,2,50,1,1,1,2,1,1,2,2,2,2,1,2,1,3,1,1,6,1158.4256300162801,12,19
7967,2,2,7,1,2,2,1,2,1,1,1,2,2,10,2,2,2,2,2,2,2,2,2,2,1,2,1,3,1,2,4,7310.94304448467,8,24
7968,1,1,4,2,2,2,2,2,2,2,2,2,1,10,2,2,2,1,2,1,1,1,2,1,1,2,2,4,4,1,4,3940.5333374013,12,20
7969,2,2,9,2,2,2,2,2,1,1,1,2,1,8,2,2,1,2,1,2,1,2,1,2,1,1,1,4,3,2,5,1360.1148056530499,9,19
7970,3,4,4,2,2,2,2,2,2,2,2,2,1,3,1,1,1,2,2,1,1,1,2,1,1,2,1,4,4,1,3,1126.4010674578901,12,17
7972,1,2,0,2,2,2,1,2,1,1,1,2,1,3,1,1,1,2,2,2,2,1,1,1,2,2,2,3,5,2,5,2348.4187811557604,8,20
7973,2,1,0,2,2,2,2,2,1,2,2,2,2,20,2,2,2,1,2,1,1,2,1,1,1,2,2,4,3,1,3,2551.53930716116,11,20
7974,2,1,10,2,2,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,3,2,1,5,1401.47663345669,9,17
7975,1,1,1,2,2,2,1,2,1,1,1,1,1,5,2,1,2,2,2,2,1,2,2,2,1,1,2,1,2,1,3,24056.6500372659,8,22
7976,2,1,3,2,2,2,2,2,1,2,1,2,2,6,1,1,1,1,2,2,1,1,2,1,1,2,1,3,2,2,4,2761.1557593341804,10,17
7977,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,3,2,1,3,1927.91617708874,8,18
7979,2,1,2,2,2,2,2,2,1,2,1,2,1,3,2,2,2,2,2,1,1,2,2,1,2,2,1,4,3,2,6,2491.7947897416198,10,22
7980,1,3,15,2,1,2,1,2,2,1,1,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,4,2000.98295130624,9,26
7981,2,1,2,2,2,2,1,2,1,2,1,2,1,5,2,2,1,2,2,1,1,1,2,2,1,2,2,3,2,2,7,1741.58456541648,9,21
7982,2,1,3,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,1,3,1354.58371264468,6,14
7983,1,1,4,1,2,2,2,2,2,2,2,2,1,18,2,2,2,2,2,2,2,1,2,1,1,2,1,4,4,2,5,5801.23033868741,12,22
7984,2,2,20,2,2,1,1,2,2,2,1,1,2,4,2,1,1,1,2,2,1,1,1,2,1,1,1,4,1,1,6,1171.2275316583198,9,17
7985,2,1,10,2,2,2,2,2,1,2,1,1,2,5,1,1,1,1,2,2,1,1,1,1,1,1,1,3,5,2,5,850.322287169209,10,15
7986,2,1,8,2,2,2,1,2,1,2,1,2,2,8,1,1,2,1,2,1,2,2,1,1,1,2,1,3,2,2,1,2542.07767587445,9,18
7987,3,3,0,2,1,2,1,2,2,1,1,2,2,3,2,1,1,1,2,2,1,1,1,1,1,1,2,1,5,2,3,1793.82499366693,9,17
7989,1,1,0,2,2,2,2,2,2,2,2,2,2,15,2,1,1,1,2,1,1,1,2,2,2,2,1,4,2,2,7,1953.0335091646398,12,19
7991,2,1,4,2,2,2,1,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1242.14488209289,8,13
7992,2,2,10,2,2,2,1,2,1,2,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,369.429148282881,9,13
7993,1,2,0,2,2,1,1,2,2,1,1,2,2,3,2,1,1,1,1,2,1,2,1,2,2,1,2,4,2,2,3,1043.20613352825,8,19
7994,1,1,0,2,2,2,1,2,2,1,1,2,2,6,2,1,2,2,2,2,2,1,2,1,1,2,1,4,4,2,5,3102.80257706395,9,21
7995,2,1,4,2,2,2,2,2,2,2,1,2,1,30,2,1,1,2,2,1,1,2,2,2,1,2,1,4,3,2,5,4267.44965179384,11,20
7996,3,2,3,1,2,2,2,2,2,2,1,2,2,6,1,1,1,1,1,2,1,1,1,1,1,1,1,3,5,1,3,5631.32351080953,11,14
7997,2,2,3,2,2,2,2,2,2,1,1,1,1,5,1,1,1,1,2,1,1,1,1,1,1,2,2,4,2,2,7,1003.5088356721001,10,16
7998,2,2,5,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,3,2,2,4,2954.08744115114,8,15
7999,3,2,80,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,0,935.997693843473,7,15
8000,2,2,4,2,2,2,2,2,1,2,1,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,6,4295.54720303046,10,14
8001,2,1,0,2,2,2,2,2,1,2,2,2,1,15,2,1,1,1,2,1,2,1,1,2,1,2,2,1,2,2,3,1035.1774358417802,11,19
8002,1,2,3,1,2,2,1,2,2,2,1,2,1,5,2,2,2,2,1,1,1,1,1,1,1,1,1,4,3,1,4,9963.45086347412,10,17
8004,2,1,2,2,2,2,1,2,1,2,1,1,2,7,2,2,1,2,2,2,2,2,2,2,1,1,1,2,5,1,7,2618.79379240885,9,22
8005,2,2,4,2,2,2,2,2,2,1,1,2,1,8,2,2,2,2,2,2,2,2,1,2,1,1,1,4,2,2,7,4465.06078091767,10,22
8006,2,1,4,2,2,2,1,2,1,1,1,1,1,3,2,1,1,1,2,2,2,2,1,2,1,1,2,4,2,2,5,3134.31847493425,8,20
8007,3,1,5,2,2,1,1,2,1,1,1,1,1,7,1,1,1,2,2,1,1,1,1,1,2,1,1,3,2,2,4,1292.41087059694,7,16
8009,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,4,1,2,7,3747.8273330058796,8,18
8011,1,2,0,2,2,1,1,1,1,1,1,1,1,0,1,2,1,1,1,2,1,1,1,1,1,2,1,3,1,1,7,5730.98461830895,6,16
8012,2,2,0,2,2,2,1,2,1,2,1,2,2,8,2,2,2,1,2,2,2,2,1,1,2,2,1,4,1,2,7,8891.971614014781,9,22
8013,1,1,4,2,2,1,1,1,1,1,1,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,2,4,1,1,2,3382.34826426373,6,15
8014,1,1,3,2,2,2,2,2,1,2,1,2,2,10,1,1,1,2,2,2,2,1,2,2,1,2,2,3,2,2,7,1932.3446201512197,10,21
8015,1,1,3,2,2,2,1,2,2,2,1,2,1,5,2,2,1,2,2,1,1,1,1,1,1,1,1,3,1,1,2,1900.55932315541,10,17
8016,2,2,6,2,2,2,1,1,1,1,1,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,7,3604.12215301771,7,17
8017,1,2,0,2,2,1,2,2,2,2,1,2,1,3,2,1,1,1,1,2,2,2,2,1,1,2,2,4,3,2,7,8720.456745889242,10,20
8018,2,3,3,1,1,2,1,2,2,2,1,2,2,6,1,1,2,2,2,2,2,1,1,1,1,2,2,4,1,2,5,2194.62815973452,10,20
8019,3,2,5,2,2,2,1,2,1,1,1,2,2,4,2,1,1,1,1,2,1,1,1,1,1,2,2,4,2,1,3,3880.8115989261296,8,17
8020,2,1,2,2,2,2,1,2,2,2,1,2,1,5,2,1,1,2,2,1,1,1,1,1,1,2,2,4,4,2,5,6951.9468387272,10,18
8021,1,3,5,2,2,2,1,2,2,1,1,1,1,4,1,1,1,1,2,2,1,1,1,1,1,1,1,3,2,2,4,428.55077825698,9,15
8022,2,3,0,2,2,2,2,2,2,2,1,2,1,15,1,2,2,2,2,2,2,2,2,1,2,1,2,4,4,2,6,3549.61116134562,11,23
8023,1,2,4,2,2,2,2,2,2,2,2,2,2,10,2,2,1,2,2,2,2,1,2,1,1,2,2,4,4,2,3,2171.29860157103,12,22
8024,2,2,2,2,2,2,1,2,1,1,1,1,1,4,2,1,2,1,1,2,1,2,1,1,1,1,1,3,2,2,6,2813.9865713497697,8,17
8025,2,2,15,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,3,2,2,3,1403.90646870674,8,19
8028,2,2,3,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,4,2,1,7,1028.94231292484,8,20
8029,3,1,7,2,2,2,2,2,1,2,1,2,2,20,2,1,2,2,2,2,2,2,1,2,1,2,2,4,3,1,7,5660.084219670601,10,23
8030,1,1,4,2,2,2,2,2,2,2,1,2,1,20,2,2,1,2,1,1,2,1,1,1,2,2,1,4,3,2,7,843.7193644684401,11,19
8031,2,1,3,2,2,2,2,2,1,2,1,2,1,5,2,1,2,2,2,1,2,2,1,1,1,2,2,3,1,1,4,1884.8665994819298,10,21
